customer_id,age_range,marital_status,rented,family_size,no_of_children,income_bracket
79,26-35,NaN,False,5,,5
80,36-45,Single,True,2,1.0,3
81,26-35,Married,False,1,1.0,8
82,56+,Married,True,3,6.0,2
83,56+,NaN,False,6,,4
84,18-25,NaN,True,6,6.0,2
85,56+,NaN,True,6,4.0,1
86,26-35,Single,True,6,1.0,7
87,18-25,Single,False,4,3.0,7
88,36-45,Married,False,1,2.0,3
89,36-45,Single,True,2,,3
90,18-25,NaN,True,6,3.0,3
91,46-55,Single,False,4,1.0,6
92,36-45,Married,True,3,2.0,5
93,46-55,NaN,False,3,2.0,5
94,26-35,Single,True,3,1.0,1
95,18-25,Married,False,4,3.0,4
96,18-25,Married,True,5,,7
97,46-55,Single,True,3,5.0,3
98,18-25,NaN,True,6,,2
99,36-45,Single,True,5,2.0,4
100,18-25,Single,False,6,5.0,6
101,18-25,Single,True,4,3.0,4
102,56+,Married,False,3,,5
103,46-55,Single,True,5,4.0,3
104,18-25,Married,True,1,,3
105,26-35,Single,False,1,6.0,5
106,56+,Married,True,4,,9
107,46-55,NaN,True,3,5.0,7
108,56+,Married,True,1,1.0,4
109,26-35,Single,True,3,2.0,5
110,36-45,Single,False,4,4.0,7
111,46-55,Single,False,3,1.0,1
112,46-55,Married,True,1,4.0,1
113,36-45,NaN,True,1,,5
114,26-35,NaN,False,4,2.0,8
115,46-55,NaN,False,6,6.0,9
116,46-55,NaN,True,3,5.0,3
117,18-25,Single,True,2,6.0,8
118,36-45,NaN,True,3,1.0,6
119,46-55,Single,False,5,2.0,6
120,26-35,NaN,False,3,2.0,7
121,26-35,Single,False,1,4.0,8
122,46-55,Married,True,2,,1
123,18-25,Single,True,3,4.0,7
124,18-25,NaN,True,4,3.0,3
125,18-25,Single,False,6,2.0,2
126,56+,Single,True,3,1.0,1
127,18-25,Single,True,1,4.0,6
128,56+,Single,True,6,6.0,4
129,46-55,NaN,True,1,5.0,4
130,36-45,NaN,False,1,2.0,3
131,36-45,Single,False,6,5.0,4
132,26-35,Single,False,3,5.0,4
133,56+,Married,False,5,4.0,6
134,46-55,Single,False,3,5.0,9
135,36-45,Married,False,1,,2
136,26-35,Married,True,5,3.0,9
137,18-25,NaN,True,5,1.0,6
138,46-55,Single,True,2,6.0,6
139,18-25,Married,False,1,4.0,4
140,18-25,NaN,True,2,1.0,1
141,26-35,Single,False,5,1.0,8
142,56+,Single,True,2,6.0,3
143,46-55,NaN,True,2,1.0,1
144,18-25,Single,False,1,1.0,8
145,56+,Married,True,6,,6
146,56+,NaN,False,5,5.0,8
147,46-55,NaN,True,3,,5
148,18-25,Single,False,3,5.0,4
149,18-25,NaN,True,1,3.0,1
150,18-25,Single,True,1,1.0,9
151,18-25,Single,True,3,1.0,4
152,36-45,Married,False,1,,8
153,36-45,Single,False,3,3.0,6
154,36-45,Single,True,2,1.0,1
155,18-25,NaN,False,4,4.0,8
156,56+,NaN,False,4,2.0,7
157,36-45,Married,True,5,5.0,2
158,46-55,Married,True,4,2.0,5
159,18-25,NaN,False,5,2.0,1
160,56+,Single,True,1,,5
161,18-25,Single,True,6,2.0,9
162,26-35,NaN,True,2,1.0,3
163,18-25,Married,False,5,,6
164,26-35,Single,True,6,1.0,3
165,56+,Single,True,1,4.0,2
166,36-45,NaN,False,6,1.0,9
167,18-25,Married,True,6,2.0,6
168,36-45,Single,False,2,5.0,9
169,36-45,Married,True,2,6.0,1
170,56+,NaN,True,4,3.0,6
171,36-45,Single,False,4,4.0,6
172,36-45,Married,True,3,5.0,6
173,56+,NaN,True,1,6.0,9
174,36-45,Married,False,2,,4
175,46-55,Married,False,5,2.0,2
176,36-45,Married,False,3,4.0,3
177,46-55,NaN,True,2,6.0,7
178,18-25,Married,False,3,3.0,2
179,46-55,Single,False,3,1.0,7
180,26-35,NaN,True,5,2.0,7
181,56+,Married,False,4,5.0,7
182,46-55,NaN,True,5,5.0,5
183,18-25,Single,False,5,6.0,8
184,26-35,Married,False,5,4.0,3
185,56+,NaN,True,4,6.0,3
186,26-35,Single,True,6,6.0,3
187,56+,Married,False,6,5.0,7
188,46-55,Married,False,4,1.0,8
189,26-35,Single,False,1,1.0,2
190,46-55,Single,False,4,5.0,7
191,56+,Single,True,5,5.0,1
192,36-45,NaN,False,3,4.0,8
193,36-45,NaN,False,4,1.0,8
194,18-25,Married,False,4,2.0,3
195,26-35,Single,True,5,6.0,1
196,26-35,Single,False,3,,8
197,18-25,NaN,False,6,5.0,5
198,46-55,NaN,True,3,4.0,9
199,56+,NaN,True,2,6.0,2
200,26-35,Single,False,6,2.0,9
201,18-25,Married,True,1,3.0,1
202,18-25,Single,False,6,3.0,5
203,26-35,Single,True,2,5.0,5
204,46-55,NaN,False,6,1.0,4
205,26-35,Single,True,4,2.0,3
206,56+,Single,False,1,6.0,9
207,26-35,NaN,True,4,2.0,2
208,56+,Married,False,3,4.0,7
209,26-35,Single,True,2,6.0,3
210,46-55,NaN,True,6,3.0,7
211,56+,NaN,False,6,3.0,1
212,26-35,NaN,True,1,1.0,3
213,36-45,Married,False,4,1.0,6
214,46-55,NaN,True,3,5.0,5
215,26-35,Married,True,1,4.0,5
216,56+,NaN,False,1,5.0,3
217,18-25,NaN,True,2,4.0,3
218,18-25,Single,False,6,2.0,1
219,46-55,Single,False,1,,2
220,56+,Single,True,4,6.0,5
221,26-35,NaN,True,3,4.0,1
222,36-45,Married,True,1,6.0,6
223,36-45,Married,True,4,6.0,9
224,56+,Single,True,1,1.0,8
225,56+,Married,False,1,6.0,4
226,36-45,NaN,False,4,6.0,5
227,26-35,Single,True,5,5.0,1
228,56+,Married,True,6,,6
229,36-45,Married,True,1,1.0,9
230,56+,Married,True,2,2.0,5
231,36-45,Married,False,3,,1
232,46-55,Married,True,6,1.0,1
233,56+,NaN,True,5,4.0,3
234,36-45,Single,True,3,,2
235,26-35,NaN,False,4,2.0,1
236,26-35,Single,False,3,1.0,5
237,36-45,Married,False,2,5.0,7
238,46-55,NaN,True,5,4.0,8
239,56+,Married,True,5,2.0,7
240,56+,Married,False,2,,2
241,18-25,Married,True,3,6.0,1
242,46-55,Single,False,3,5.0,4
243,46-55,Single,True,2,6.0,4
244,46-55,Married,True,2,3.0,4
245,36-45,Single,False,1,,3
246,36-45,NaN,False,4,5.0,1
247,18-25,Single,True,5,3.0,2
248,36-45,Married,False,6,5.0,6
249,18-25,Married,False,4,5.0,6
250,56+,Married,False,2,1.0,3
251,18-25,Single,True,1,3.0,8
252,56+,Single,False,6,1.0,5
253,26-35,NaN,False,3,5.0,5
254,56+,Married,False,6,6.0,1
255,36-45,Single,True,3,4.0,3
256,56+,Married,True,1,5.0,6
257,18-25,Single,True,2,1.0,4
258,18-25,NaN,True,3,5.0,6
259,56+,Single,False,5,,4
260,46-55,Single,False,4,6.0,5
261,56+,Single,False,2,1.0,4
262,26-35,NaN,False,4,2.0,5
263,46-55,NaN,False,4,6.0,3
264,26-35,Single,False,4,2.0,9
265,26-35,Married,False,5,2.0,9
266,18-25,NaN,True,6,1.0,1
267,46-55,NaN,False,2,5.0,3
268,18-25,Single,True,2,2.0,4
269,56+,Married,True,6,6.0,5
270,18-25,Married,False,5,3.0,6
271,36-45,NaN,False,4,6.0,8
272,18-25,Married,False,6,2.0,2
273,46-55,Single,True,4,,3
274,26-35,Married,False,1,4.0,2
275,46-55,Single,True,6,4.0,3
276,46-55,Married,True,2,2.0,7
277,18-25,Married,True,1,6.0,6
278,56+,Married,True,3,3.0,5
279,56+,Married,False,6,4.0,9
280,18-25,Single,False,6,1.0,2
281,56+,Single,True,1,,5
282,26-35,NaN,True,5,3.0,4
283,18-25,Married,True,3,4.0,1
284,36-45,Single,False,4,2.0,6
285,36-45,Single,True,5,3.0,7
286,46-55,Single,False,2,4.0,1
287,56+,Married,False,6,,7
288,56+,Single,False,1,2.0,1
289,46-55,Married,False,2,,6
290,56+,Married,True,6,6.0,3
291,26-35,NaN,False,1,2.0,8
292,18-25,Married,False,2,,6
293,56+,Single,True,5,1.0,8
294,18-25,NaN,False,1,1.0,3
295,18-25,Married,False,4,5.0,5
296,26-35,Single,True,3,1.0,3
297,36-45,Single,False,4,6.0,1
298,46-55,Married,False,1,4.0,2
299,46-55,NaN,False,1,5.0,4
300,26-35,NaN,True,3,,9
301,18-25,Single,True,4,,4
302,18-25,NaN,True,1,,3
303,46-55,Single,False,1,3.0,1
304,18-25,Married,True,3,5.0,1
305,18-25,Single,True,1,2.0,9
306,26-35,Married,True,2,2.0,2
307,46-55,Single,True,6,4.0,5
308,46-55,NaN,False,4,2.0,2
309,36-45,NaN,True,1,1.0,7
310,26-35,Single,True,4,1.0,7
311,46-55,NaN,True,6,5.0,1
312,56+,Married,True,3,1.0,9
313,26-35,Married,True,5,2.0,4
314,26-35,Married,True,2,3.0,8
315,56+,Married,True,4,3.0,7
316,56+,Married,False,6,6.0,7
317,56+,Single,True,4,2.0,8
318,26-35,Married,False,2,1.0,2
319,56+,Married,False,2,,2
320,36-45,NaN,False,5,6.0,9
321,26-35,Single,False,2,2.0,3
322,18-25,Single,False,3,5.0,4
323,26-35,Single,True,4,2.0,5
324,46-55,Married,False,1,4.0,8
325,36-45,Single,True,2,1.0,2
326,36-45,Single,False,2,5.0,2
327,18-25,NaN,False,2,3.0,9
328,18-25,NaN,True,2,,7
329,26-35,Single,True,3,5.0,4
330,18-25,Single,True,3,5.0,5
331,36-45,NaN,False,1,,5
332,46-55,Married,False,1,6.0,6
333,36-45,Single,True,5,5.0,4
334,26-35,Married,True,2,2.0,1
335,56+,Single,True,6,5.0,8
336,56+,NaN,True,3,2.0,3
337,46-55,Married,True,6,1.0,3
338,26-35,NaN,False,1,,4
339,36-45,Single,False,3,1.0,4
340,46-55,Single,False,2,4.0,2
341,56+,NaN,False,2,6.0,8
342,36-45,NaN,False,2,1.0,7
343,36-45,Married,True,5,6.0,6
344,56+,NaN,False,2,5.0,9
345,26-35,NaN,False,4,2.0,7
346,46-55,Single,True,1,4.0,2
347,46-55,Single,False,5,,6
348,46-55,Single,False,4,3.0,1
349,26-35,Single,False,4,1.0,4
350,18-25,NaN,False,2,5.0,8
351,36-45,Single,True,1,1.0,6
352,46-55,NaN,False,1,3.0,8
353,18-25,NaN,False,3,4.0,1
354,36-45,Married,False,5,4.0,9
355,18-25,Single,False,6,,7
356,36-45,Married,True,3,5.0,5
357,26-35,NaN,True,2,1.0,6
358,26-35,NaN,False,6,3.0,4
359,18-25,Single,False,2,,3
360,26-35,NaN,False,4,3.0,4
361,18-25,Married,False,4,5.0,8
362,18-25,Married,True,5,5.0,3
363,26-35,Married,False,5,5.0,9
364,26-35,Married,True,4,1.0,1
365,26-35,NaN,True,3,,7
366,56+,Single,True,3,1.0,2
367,56+,Single,False,2,4.0,6
368,36-45,NaN,True,1,2.0,3
369,26-35,Married,False,3,4.0,8
370,18-25,Married,True,2,1.0,9
371,36-45,Married,True,1,4.0,7
372,56+,Single,False,4,3.0,3
373,36-45,Single,True,4,2.0,3
374,46-55,Married,True,6,6.0,4
375,46-55,Married,False,2,5.0,5
376,26-35,Married,True,1,4.0,5
377,18-25,Married,False,3,,4
378,56+,Married,False,4,3.0,1
379,56+,Single,False,6,3.0,6
380,26-35,NaN,True,1,4.0,7
381,26-35,NaN,True,6,3.0,8
382,46-55,NaN,True,4,3.0,5
383,56+,Single,True,5,1.0,3
384,56+,Single,True,6,,7
385,36-45,NaN,False,6,4.0,2
386,46-55,NaN,False,1,6.0,2
387,26-35,Married,True,6,1.0,4
388,56+,Single,True,5,2.0,6
389,26-35,Single,True,6,6.0,6
390,36-45,Married,False,4,,7
391,18-25,Single,False,6,,6
392,36-45,NaN,True,6,,8
393,18-25,Single,False,6,4.0,4
394,56+,Single,True,2,2.0,4
395,26-35,Single,True,5,,3
396,46-55,Single,False,1,4.0,6
397,46-55,Single,True,2,5.0,2
398,56+,Single,True,4,1.0,8
399,36-45,NaN,False,5,6.0,3
400,18-25,Married,True,5,6.0,3
401,36-45,Married,True,5,5.0,6
402,46-55,Single,False,5,4.0,9
403,26-35,NaN,False,3,1.0,7
404,18-25,NaN,True,3,6.0,6
405,56+,Single,False,6,4.0,2
406,36-45,NaN,True,1,3.0,7
407,56+,NaN,True,4,4.0,1
408,18-25,Married,True,4,2.0,4
409,46-55,Single,False,3,1.0,2
410,56+,Married,False,6,5.0,5
411,18-25,NaN,True,3,,9
412,56+,Married,True,2,6.0,8
413,46-55,NaN,False,3,1.0,5
414,36-45,Single,True,4,6.0,9
415,36-45,Married,False,5,3.0,1
416,18-25,Married,False,4,2.0,6
417,36-45,Married,False,6,4.0,1
418,18-25,Married,True,4,,5
419,18-25,Married,True,3,5.0,2
420,18-25,NaN,False,3,,2
421,56+,Single,False,2,4.0,7
422,36-45,Married,True,2,6.0,7
423,36-45,Single,False,2,4.0,8
424,26-35,Single,True,6,,7
425,26-35,Married,True,6,6.0,7
426,36-45,NaN,False,3,3.0,2
427,26-35,Married,True,3,5.0,2
428,56+,Single,True,4,3.0,3
429,46-55,NaN,True,4,1.0,4
430,26-35,NaN,True,4,,1
431,18-25,Single,False,2,4.0,7
432,26-35,Single,False,1,3.0,6
433,18-25,NaN,True,3,4.0,5
434,36-45,Single,False,1,4.0,4
435,46-55,Single,True,1,1.0,2
436,56+,NaN,False,2,4.0,9
437,26-35,Single,True,6,6.0,2
438,18-25,NaN,True,2,,9
439,18-25,Married,False,5,6.0,9
440,36-45,Single,False,6,6.0,2
441,36-45,Married,True,1,1.0,6
442,56+,NaN,False,4,3.0,2
443,36-45,Married,True,3,1.0,4
444,26-35,Married,False,3,4.0,6
445,18-25,NaN,True,3,4.0,3
446,26-35,Single,False,3,2.0,9
447,18-25,NaN,True,5,3.0,5
448,26-35,Married,False,4,,2
449,36-45,Married,False,1,4.0,9
450,36-45,NaN,True,1,3.0,6
451,26-35,NaN,True,5,3.0,5
452,26-35,Single,True,2,1.0,9
453,46-55,Single,True,6,5.0,5
454,36-45,Married,False,4,3.0,1
455,36-45,Single,True,3,4.0,6
456,18-25,Married,True,3,,8
457,26-35,Married,False,3,5.0,9
458,36-45,Single,False,1,1.0,2
459,56+,Single,True,6,1.0,8
460,18-25,Married,False,2,5.0,3
461,56+,NaN,False,5,3.0,4
462,56+,Single,False,2,,7
463,18-25,NaN,False,5,6.0,6
464,36-45,Single,False,6,2.0,8
465,18-25,Single,False,4,3.0,9
466,56+,NaN,True,1,3.0,6
467,36-45,Single,False,3,2.0,3
468,18-25,NaN,False,5,,2
469,46-55,Single,False,4,,5
470,56+,NaN,True,3,3.0,7
471,56+,Married,False,3,4.0,6
472,18-25,NaN,False,6,5.0,7
473,26-35,Married,False,6,3.0,2
474,26-35,Single,False,3,2.0,8
475,36-45,NaN,True,1,4.0,7
476,26-35,Single,True,6,3.0,4
477,26-35,NaN,True,5,,8
478,26-35,NaN,True,6,1.0,2
479,56+,Married,True,6,3.0,2
480,18-25,Single,True,3,5.0,5
481,26-35,Married,True,3,1.0,5
482,46-55,Single,False,4,2.0,4
483,18-25,Single,True,1,5.0,4
484,36-45,Single,False,1,6.0,1
485,46-55,NaN,True,3,2.0,7
486,56+,Married,True,3,4.0,7
487,36-45,Married,True,1,3.0,6
488,26-35,Married,True,3,5.0,9
489,18-25,Single,True,6,2.0,9
490,18-25,Married,True,5,1.0,4
491,36-45,Married,False,3,2.0,9
492,46-55,NaN,True,3,6.0,1
493,26-35,Single,False,6,1.0,4
494,36-45,Married,False,4,2.0,3
495,46-55,NaN,True,2,3.0,5
496,36-45,Married,False,2,1.0,9
497,46-55,Married,False,4,5.0,1
498,36-45,Married,False,4,6.0,2
499,18-25,Married,False,4,5.0,3
500,46-55,Married,False,4,2.0,2
501,36-45,Single,False,1,4.0,2
502,18-25,Married,True,4,4.0,6
503,26-35,Married,False,6,2.0,1
504,36-45,Single,False,1,5.0,7
505,18-25,Single,True,2,1.0,2
506,46-55,Married,True,4,2.0,4
507,56+,Married,False,5,1.0,9
508,36-45,NaN,True,2,5.0,2
509,36-45,Married,True,6,3.0,8
510,56+,Single,True,5,6.0,9
511,36-45,Married,False,2,,6
512,56+,Married,True,5,6.0,2
513,46-55,NaN,False,3,1.0,1
514,46-55,Single,False,2,1.0,9
515,18-25,Married,True,3,6.0,4
516,26-35,NaN,False,4,1.0,7
517,56+,Married,False,4,,9
518,46-55,NaN,False,5,1.0,5
519,26-35,Single,False,3,,6
520,46-55,NaN,True,5,4.0,3
521,36-45,NaN,True,5,5.0,4
522,26-35,NaN,True,2,,1
523,46-55,Single,False,4,3.0,6
524,46-55,Single,False,6,4.0,1
525,56+,NaN,True,1,2.0,8
526,56+,Single,True,3,5.0,9
527,46-55,Married,False,1,3.0,5
528,36-45,Married,True,3,5.0,7
529,36-45,NaN,False,4,3.0,6
530,18-25,Married,False,6,5.0,6
531,56+,Married,True,4,1.0,3
532,18-25,Married,False,6,,5
533,26-35,Single,False,3,2.0,8
534,18-25,NaN,True,2,2.0,9
535,56+,Married,True,3,1.0,9
536,56+,Single,True,4,5.0,5
537,18-25,NaN,True,4,2.0,3
538,18-25,Married,False,5,2.0,4
539,36-45,Married,True,4,4.0,5
540,56+,Married,False,5,6.0,7
541,26-35,Married,False,6,5.0,9
542,26-35,NaN,False,3,4.0,3
543,46-55,Single,True,1,,9
544,56+,Married,False,3,3.0,7
545,18-25,NaN,False,5,4.0,1
546,18-25,Single,True,4,5.0,1
547,26-35,Single,False,1,3.0,8
548,36-45,Single,False,2,4.0,9
549,46-55,NaN,False,2,,3
550,26-35,NaN,True,4,6.0,3
551,56+,Single,True,4,6.0,1
552,26-35,NaN,False,3,6.0,8
553,36-45,Married,True,2,4.0,8
554,36-45,NaN,True,1,,1
555,56+,NaN,True,4,,6
556,46-55,Married,True,4,3.0,2
557,26-35,Single,True,3,,2
558,18-25,NaN,False,6,4.0,8
559,56+,Single,False,5,6.0,9
560,56+,NaN,True,2,5.0,1
561,26-35,NaN,False,2,,8
562,26-35,Married,False,5,1.0,1
563,56+,NaN,False,4,1.0,8
564,26-35,Single,True,2,,9
565,56+,Single,True,3,,8
566,26-35,Single,False,1,3.0,1
567,46-55,Single,False,6,3.0,4
568,36-45,NaN,False,6,4.0,4
569,18-25,Single,True,1,2.0,5
570,26-35,NaN,False,2,,2
571,26-35,Married,True,6,6.0,7
572,18-25,Single,True,2,3.0,4
573,26-35,Married,True,4,2.0,3
574,26-35,NaN,True,3,3.0,6
575,46-55,Single,False,2,3.0,1
576,46-55,NaN,True,2,,2
577,56+,Married,True,5,2.0,7
578,56+,NaN,True,1,3.0,8
579,26-35,Single,True,1,1.0,6
580,46-55,Single,False,4,6.0,6
581,46-55,NaN,False,5,,1
582,36-45,NaN,True,2,5.0,1
583,36-45,Married,True,5,1.0,5
584,36-45,Married,True,1,,8
585,36-45,Single,False,3,4.0,9
586,46-55,Single,False,5,,6
587,18-25,Married,True,5,3.0,6
588,18-25,Single,False,4,3.0,5
589,18-25,Married,True,5,6.0,9
590,26-35,Married,False,4,1.0,7
591,46-55,Single,True,1,2.0,1
592,56+,NaN,False,1,5.0,5
593,36-45,NaN,True,2,1.0,7
594,56+,Single,True,6,2.0,9
595,56+,NaN,False,5,,9
596,26-35,NaN,True,3,6.0,3
597,36-45,Single,False,6,2.0,3
598,56+,NaN,True,4,2.0,6
599,18-25,NaN,True,5,4.0,2
600,56+,Married,True,6,1.0,1
601,36-45,Married,False,6,4.0,4
602,36-45,Single,False,6,,2
603,18-25,NaN,False,6,,2
604,56+,Single,True,5,2.0,3
605,56+,Married,False,3,5.0,2
606,18-25,NaN,False,4,5.0,6
607,26-35,NaN,False,6,6.0,9
608,36-45,Married,False,1,6.0,1
609,26-35,Married,False,1,1.0,7
610,46-55,Single,True,3,,9
611,56+,Married,False,1,4.0,2
612,56+,Married,True,6,5.0,6
613,56+,Married,True,2,6.0,2
614,36-45,Married,True,1,5.0,1
615,18-25,Married,True,3,,6
616,46-55,Married,False,1,1.0,3
617,46-55,Single,True,3,5.0,5
618,36-45,Single,False,4,1.0,6
619,36-45,NaN,True,2,6.0,5
620,26-35,Married,False,3,6.0,2
621,46-55,Single,False,1,,9
622,18-25,Single,True,1,6.0,5
623,46-55,NaN,False,3,,4
624,26-35,Married,True,2,4.0,6
625,46-55,Married,False,5,6.0,8
626,18-25,NaN,False,3,5.0,3
627,18-25,Married,False,2,,8
628,26-35,NaN,True,3,6.0,4
629,18-25,Single,False,5,5.0,8
630,36-45,NaN,True,2,5.0,7
631,46-55,Single,False,1,4.0,7
632,18-25,NaN,False,1,1.0,8
633,46-55,Married,True,3,,2
634,26-35,Single,True,5,4.0,5
635,18-25,NaN,False,3,3.0,7
636,18-25,Single,False,6,1.0,3
637,18-25,Single,True,6,6.0,1
638,56+,Single,True,3,6.0,2
639,46-55,NaN,True,6,2.0,9
640,56+,Married,True,5,4.0,1
641,26-35,Single,True,1,,2
642,56+,Single,False,3,6.0,1
643,56+,Single,True,3,4.0,2
644,18-25,NaN,True,1,5.0,3
645,56+,Single,True,5,3.0,8
646,18-25,Single,True,5,6.0,6
647,46-55,NaN,True,4,1.0,2
648,46-55,NaN,False,6,4.0,7
649,46-55,Single,True,2,2.0,4
650,46-55,Single,False,6,2.0,9
651,18-25,Married,True,6,4.0,6
652,36-45,Single,False,1,6.0,9
653,56+,Single,False,2,3.0,2
654,26-35,Single,False,5,5.0,4
655,56+,Married,True,5,5.0,9
656,36-45,NaN,False,3,1.0,7
657,56+,NaN,False,4,3.0,5
658,18-25,NaN,True,2,4.0,8
659,36-45,NaN,True,3,,7
660,56+,Married,True,4,4.0,8
661,26-35,Single,True,2,3.0,4
662,56+,Married,False,6,3.0,1
663,18-25,NaN,False,6,6.0,3
664,36-45,Married,True,1,,1
665,26-35,NaN,True,6,4.0,8
666,36-45,NaN,False,2,5.0,8
667,26-35,NaN,True,4,3.0,7
668,56+,Married,True,1,6.0,3
669,56+,Married,True,3,,7
670,26-35,NaN,False,1,5.0,4
671,26-35,Married,True,6,4.0,4
672,36-45,NaN,False,2,1.0,5
673,46-55,NaN,True,2,3.0,5
674,56+,Single,True,3,4.0,1
675,36-45,Single,True,4,6.0,8
676,56+,NaN,False,1,6.0,7
677,36-45,NaN,False,1,6.0,1
678,18-25,Married,True,2,1.0,5
679,26-35,Single,True,4,6.0,4
680,26-35,Single,False,3,5.0,2
681,46-55,NaN,False,5,1.0,6
682,46-55,Married,False,5,4.0,5
683,26-35,Married,False,4,6.0,3
684,26-35,NaN,False,1,6.0,5
685,56+,NaN,True,1,3.0,7
686,56+,Single,False,3,1.0,3
687,26-35,Married,False,5,2.0,5
688,18-25,NaN,True,2,6.0,8
689,46-55,Married,True,3,3.0,3
690,18-25,Married,False,1,,1
691,46-55,NaN,True,6,2.0,3
692,18-25,Married,False,2,1.0,1
693,26-35,Married,True,3,,3
694,26-35,Married,False,1,3.0,6
695,18-25,NaN,False,1,2.0,9
696,18-25,Single,True,3,3.0,2
697,26-35,Single,True,5,6.0,2
698,46-55,Single,True,5,4.0,3
699,26-35,NaN,False,2,,2
700,36-45,Married,True,5,4.0,9
701,46-55,NaN,False,4,2.0,4
702,26-35,NaN,False,2,5.0,9
703,18-25,Married,True,4,,9
704,18-25,Married,False,2,5.0,7
705,18-25,Married,True,2,2.0,2
706,36-45,Married,False,1,,4
707,36-45,Single,True,4,,5
708,36-45,Single,False,6,5.0,1
709,36-45,NaN,False,2,1.0,3
710,46-55,NaN,True,4,5.0,7
711,56+,Married,False,3,4.0,5
712,56+,Single,False,5,,8
713,46-55,Married,False,2,4.0,5
714,36-45,NaN,False,4,6.0,4
715,46-55,Married,True,2,5.0,1
716,46-55,Single,True,6,6.0,1
717,56+,Married,True,6,2.0,7
718,26-35,NaN,False,4,6.0,3
719,36-45,Married,True,6,2.0,1
720,26-35,Single,True,4,3.0,9
721,46-55,Single,False,5,,6
722,36-45,Married,False,1,,4
723,56+,Single,True,4,4.0,5
724,18-25,Single,False,1,4.0,7
725,26-35,Single,False,3,6.0,4
726,56+,Single,True,6,6.0,6
727,18-25,NaN,False,3,6.0,4
728,46-55,Single,False,1,4.0,2
729,46-55,Married,False,3,6.0,7
730,36-45,Married,True,6,6.0,5
731,26-35,Married,True,2,3.0,2
732,26-35,NaN,True,6,4.0,1
733,56+,Single,True,4,2.0,2
734,26-35,Single,False,4,3.0,5
735,18-25,NaN,False,2,3.0,6
736,18-25,NaN,False,4,6.0,2
737,26-35,Single,True,6,2.0,9
738,18-25,Single,True,6,5.0,5
739,26-35,Single,False,3,,7
740,18-25,Single,False,4,5.0,5
741,46-55,Single,True,2,1.0,8
742,56+,Married,True,4,6.0,3
743,36-45,Married,False,6,6.0,2
744,56+,NaN,True,3,,3
745,56+,Married,True,2,,9
746,26-35,Married,False,6,4.0,3
