id,campaign_id,coupon_id,customer_id,redemption_status
191,21,763,1176,1
192,21,387,1079,0
193,26,918,928,1
194,22,300,2663,0
195,22,391,1763,0
196,25,747,450,1
197,27,714,2628,0
198,20,336,1991,1
199,24,253,764,1
200,26,753,858,0
201,22,613,124,0
202,28,253,1533,0
203,20,516,428,1
204,27,102,2034,0
205,25,263,442,1
206,23,915,1127,0
207,23,840,338,0
208,29,500,2240,1
209,28,821,520,0
210,22,265,2262,0
211,25,974,1640,0
212,20,312,1320,0
213,27,771,641,0
214,20,580,2818,1
215,20,153,2368,1
216,22,278,178,0
217,23,666,2775,1
218,23,955,2241,0
219,27,651,911,1
220,22,538,913,0
221,22,374,1541,1
222,26,673,121,1
223,20,336,2500,0
224,22,306,2407,1
225,22,987,599,0
226,23,188,2034,1
227,27,213,1500,0
228,24,778,2278,1
229,24,223,1485,1
230,26,635,1800,1
231,28,993,378,1
232,29,179,606,1
233,23,149,2247,0
234,25,725,2035,1
235,22,677,2289,0
236,26,634,603,0
237,29,519,222,1
238,24,737,1445,0
239,23,824,1249,0
240,21,954,2885,1
241,23,984,1258,0
242,25,245,1221,1
243,24,808,1632,1
244,27,342,1547,1
245,20,776,1387,0
246,28,146,2261,1
247,26,666,2717,1
248,22,276,2842,0
249,24,379,949,1
250,24,186,2835,1
251,23,604,115,0
252,21,249,2531,0
253,21,136,199,0
254,25,905,177,1
255,29,914,536,0
256,26,929,1943,1
257,20,758,1024,0
258,22,587,262,0
259,25,784,107,1
260,27,577,2073,1
261,29,371,1651,1
262,26,785,1309,0
263,25,926,1068,0
264,20,662,336,1
265,21,952,1571,1
266,26,775,231,1
267,27,310,1566,0
268,22,880,89,0
269,21,706,81,0
270,24,780,2203,0
271,23,382,1350,0
272,23,838,2405,1
273,22,263,2345,0
274,22,610,1065,0
275,27,935,2912,1
276,22,219,1131,0
277,27,460,1554,1
278,27,730,1266,1
279,23,946,2191,1
280,24,966,2056,1
281,29,979,356,1
282,20,518,1063,0
283,23,163,1098,0
284,29,218,2492,1
285,21,145,21,0
286,27,787,1909,0
287,24,887,1803,0
288,28,487,1313,1
289,21,764,528,1
290,27,150,1559,0
291,22,230,2840,1
292,21,592,123,0
293,23,624,1014,0
294,29,256,1723,1
295,24,188,1449,1
296,24,691,273,1
297,29,176,2844,0
298,27,150,978,0
299,22,185,2646,0
300,29,376,1857,0
301,23,870,2262,1
302,29,410,502,0
303,26,627,2141,0
304,25,900,2176,0
305,25,623,294,0
306,27,782,1690,1
307,21,330,1320,0
308,21,481,1471,1
309,20,343,2637,0
310,22,246,2602,0
311,28,830,1993,0
312,25,302,32,0
313,22,494,360,0
314,22,674,2287,1
315,23,579,2194,1
316,25,181,2244,0
317,28,216,2045,0
318,20,646,81,1
319,21,587,2046,0
320,28,310,2873,0
321,25,826,597,1
322,22,739,1516,1
323,22,379,1715,1
324,25,761,367,1
325,21,777,1116,0
326,26,127,2969,0
327,27,402,1692,1
328,28,817,2875,1
329,22,969,2925,1
330,25,803,334,1
331,23,612,2771,0
332,25,465,948,0
333,26,429,1421,1
334,27,939,1517,0
335,26,947,1080,1
336,26,625,2064,0
337,21,190,2998,0
338,24,440,1735,1
339,23,425,2783,0
340,21,505,1629,0
341,20,859,45,1
342,24,684,631,1
343,24,202,558,0
344,24,479,2682,0
345,29,527,1880,0
346,26,963,2954,0
347,29,669,354,0
348,27,433,1196,1
349,22,199,264,1
350,22,286,299,1
351,23,790,1114,0
352,28,973,481,0
353,25,785,1552,1
354,23,419,91,0
355,27,898,1464,1
356,26,229,1365,1
357,29,807,1998,1
358,27,494,2874,1
359,28,326,2564,0
360,23,619,580,0
361,23,770,2164,0
362,22,925,1455,0
363,21,539,1028,1
364,21,157,574,0
365,20,567,820,0
366,29,573,1609,0
367,29,792,1588,1
368,29,406,848,1
369,25,527,546,1
370,20,242,2700,0
371,21,475,2934,0
372,20,771,40,1
373,25,150,2317,1
374,29,817,1316,0
375,26,374,1821,0
376,25,170,1525,0
377,25,424,2132,1
378,29,311,47,1
379,25,270,2978,0
380,29,863,2652,0
381,25,519,2437,1
382,26,730,542,1
383,20,654,2404,0
384,20,615,2237,0
385,20,250,1848,0
386,22,371,66,1
387,29,330,2678,1
388,24,580,1603,0
389,23,728,2263,0
390,29,665,1366,0
391,23,668,1805,0
392,23,458,476,0
393,26,608,1169,0
394,27,828,2418,0
395,20,798,116,1
396,25,862,591,1
397,23,525,1229,0
398,26,361,2799,1
399,29,696,2934,1
400,27,748,811,0
401,28,930,829,1
402,23,526,1627,1
403,28,897,2155,0
404,27,359,1540,0
405,20,497,2587,1
406,26,461,754,1
407,20,836,575,0
408,21,119,2741,0
409,23,696,545,0
410,26,398,1959,0
411,22,506,1139,0
412,21,775,2607,0
413,21,499,532,0
414,25,761,669,1
415,21,139,1992,0
416,26,895,1002,1
417,26,350,1371,0
418,29,855,930,1
419,24,524,2573,1
420,22,819,2413,0
421,26,616,2216,0
422,20,176,2564,0
423,27,349,2026,1
424,22,678,455,1
425,23,253,381,1
426,24,945,885,1
427,26,900,188,1
428,24,605,1251,0
429,20,104,1339,1
430,22,234,2944,1
431,22,516,1716,1
432,20,605,1284,0
433,23,643,316,1
434,23,329,306,1
435,28,158,2600,0
436,22,612,2527,1
437,29,265,2767,0
438,29,102,688,0
439,23,377,1211,0
440,24,313,2163,1
441,21,120,2024,0
442,20,471,1467,0
443,20,972,2000,0
444,24,813,11,1
445,24,106,1175,0
446,20,201,547,1
447,21,227,2244,0
448,20,987,279,1
449,24,513,1282,1
450,20,691,1928,1
451,25,273,2649,0
452,24,563,2552,1
453,26,846,1298,0
454,23,270,2340,0
455,26,962,1091,1
456,26,417,2599,0
457,28,299,2327,0
458,22,188,83,0
459,28,385,1093,1
460,29,360,1613,1
461,27,186,2324,0
462,25,192,1294,0
463,27,855,507,0
464,22,242,2022,1
465,22,411,88,0
466,26,245,1147,0
467,25,451,2642,1
468,20,137,539,0
469,26,162,1976,0
470,20,786,2324,0
471,20,619,228,0
472,23,850,2146,1
473,27,365,751,1
474,24,675,774,1
475,23,403,1380,0
476,28,145,929,0
477,26,281,1621,0
478,29,542,1639,1
479,24,362,1494,1
480,28,888,1709,1
481,21,621,894,0
482,27,133,2525,1
483,22,636,275,1
484,22,556,1185,1
485,26,573,2671,1
486,26,496,1560,1
487,28,549,2906,0
488,24,788,2803,1
489,27,150,1170,0
490,20,528,484,0
491,24,710,2809,1
492,23,281,2432,1
493,24,764,1382,0
494,23,449,1209,1
495,29,297,1465,1
496,24,914,1066,0
497,27,602,2366,0
498,21,978,2812,1
499,25,491,2517,0
500,29,428,2218,0
501,25,900,2346,1
502,22,226,2771,1
503,25,768,1361,1
504,28,511,2031,1
505,25,282,2303,1
506,28,578,1916,1
507,23,668,896,1
508,28,571,1293,0
509,29,858,2811,0
510,20,687,404,0
511,25,527,1634,1
512,29,490,2780,0
513,20,361,2451,1
514,23,875,927,1
515,21,529,823,0
516,23,276,1780,1
517,29,831,2225,1
518,28,930,276,1
519,24,605,1945,0
520,22,961,808,1
521,22,951,1882,0
522,20,753,460,0
523,24,899,723,1
524,29,984,1169,0
525,23,332,2034,0
526,27,271,2003,0
527,21,637,2591,0
528,29,781,1235,1
529,26,261,1151,0
530,21,646,805,1
531,27,979,859,1
532,23,470,1018,1
533,22,647,2444,1
534,24,958,179,1
535,29,534,918,0
536,27,769,2761,0
537,22,267,2331,0
538,25,257,1510,0
539,28,429,1346,1
540,23,760,775,0
541,23,822,1304,1
542,25,554,1545,0
543,25,307,544,0
544,26,928,3000,0
545,24,136,1748,0
546,28,605,2145,1
547,25,941,2559,1
548,25,278,2286,0
549,22,129,786,1
550,23,417,2810,1
551,24,687,2833,1
552,28,423,1589,0
553,20,164,247,1
554,21,295,2042,1
555,20,752,488,1
556,27,396,2102,0
557,29,470,1996,1
558,26,280,2957,1
559,21,144,2209,0
560,29,355,2242,0
561,27,102,2010,1
562,28,871,2339,0
563,29,569,1863,0
564,27,531,1274,1
565,28,558,2051,1
566,24,845,462,0
567,21,878,822,0
568,28,892,2857,1
569,20,307,1630,0
570,20,795,2182,0
571,21,100,1541,0
572,25,494,2552,1
573,24,489,1471,1
574,27,995,1843,0
575,22,879,763,0
576,21,130,2262,1
577,24,277,1721,1
578,29,891,835,1
579,28,557,675,0
580,26,962,2711,0
581,27,676,142,1
582,28,253,620,1
583,28,413,1394,0
584,22,160,447,1
585,22,391,2346,0
586,24,903,2733,0
587,29,833,573,0
588,29,888,1098,1
589,21,347,559,0
590,21,623,1767,1
591,21,850,194,0
592,21,456,927,0
593,28,575,2570,1
594,21,941,2254,0
595,28,313,2700,0
596,27,123,692,0
597,23,611,483,1
598,22,398,2863,1
599,29,944,2295,1
600,23,102,2620,0
601,22,695,1964,1
602,25,803,142,0
603,25,495,690,1
604,26,251,2583,0
605,20,682,2058,0
606,20,326,2149,1
607,20,494,2793,0
608,26,765,1562,1
609,22,275,1915,1
610,27,864,2901,1
611,23,282,719,0
612,23,212,1548,0
613,28,154,1836,1
614,25,613,2161,1
615,21,541,1437,0
616,20,866,1061,1
617,20,194,1412,0
618,24,935,2666,0
619,26,495,9,0
620,28,961,38,0
621,21,723,2916,0
622,24,514,1499,0
623,25,148,2777,0
624,29,799,1151,0
625,22,264,737,1
626,27,122,2145,0
627,27,746,1204,1
628,20,479,1907,1
629,29,617,814,1
630,20,800,1602,0
631,23,220,708,0
632,27,557,2933,0
633,21,555,705,0
634,20,844,1495,0
635,22,558,206,0
636,23,662,1227,1
637,21,520,2566,1
638,28,471,526,0
639,28,273,600,1
640,24,737,2294,0
641,28,416,548,1
642,26,136,1600,0
643,20,882,765,0
644,27,717,2859,1
645,27,313,459,1
646,28,877,2434,1
647,28,877,2751,0
648,26,513,803,1
649,29,890,1611,1
650,26,735,1232,0
651,27,882,1258,1
652,28,487,2747,1
653,20,550,2276,0
654,23,974,496,0
655,24,618,1530,1
656,25,725,2441,1
657,24,375,1192,1
658,20,256,559,0
659,23,556,2586,0
660,25,538,2159,1
661,28,137,2323,0
662,27,136,1981,0
663,27,153,1626,0
664,20,180,2875,0
665,27,383,2284,0
666,28,694,2952,0
667,26,442,1609,1
668,25,171,2780,1
669,24,783,471,0
670,28,643,1427,0
671,28,406,2438,1
672,28,924,2267,0
673,22,684,771,1
674,21,345,272,1
675,23,354,1192,1
676,24,986,1214,0
677,29,734,2721,1
678,27,234,2794,1
679,24,232,2427,0
680,29,390,2820,0
681,29,637,904,0
682,29,168,1253,1
683,29,213,1255,1
684,25,369,2527,0
685,24,635,1948,1
686,29,792,452,0
687,27,289,199,1
688,20,618,2475,1
689,22,707,2800,0
690,21,807,1162,1
691,29,310,1177,0
692,20,673,1495,0
693,22,631,1622,0
694,22,569,512,1
695,23,849,1804,0
696,27,347,1335,1
697,22,264,398,0
698,22,599,2243,1
699,22,916,2417,1
700,25,989,997,1
701,26,411,1393,1
702,24,856,2982,1
703,24,484,896,1
704,22,486,1413,0
705,28,276,156,0
706,27,344,2774,1
707,29,288,275,1
708,25,221,339,1
709,24,610,2790,0
710,28,471,353,0
711,20,445,2240,0
712,28,798,1527,1
713,26,802,2540,1
714,28,507,1311,1
715,23,978,653,0
716,24,778,347,0
717,20,171,1358,0
718,20,577,1558,1
719,20,201,187,1
720,28,978,1533,1
721,22,679,2349,0
722,25,503,2433,1
723,28,188,983,1
724,29,107,1048,0
725,20,298,2249,1
726,21,945,1417,1
727,26,742,906,0
728,20,376,425,1
729,29,664,373,0
730,21,661,2273,0
731,20,791,2947,0
732,23,743,657,1
733,26,922,2266,1
734,22,301,1598,0
735,20,869,2,0
736,22,407,1700,1
737,25,716,2440,0
738,22,823,1197,0
739,21,706,220,1
740,29,974,2586,0
741,22,465,2580,1
742,29,848,1221,1
743,21,910,2257,1
744,29,178,2508,0
745,29,972,407,1
746,24,143,1778,1
747,23,800,1818,1
748,24,768,1052,0
749,29,308,1461,1
750,28,173,1975,0
751,22,472,349,1
752,25,996,2268,1
753,24,683,2911,0
754,28,759,1757,1
755,29,741,1794,1
756,25,417,949,0
757,20,183,852,0
758,20,934,1336,1
759,21,544,1757,0
760,20,480,1942,1
761,23,250,1754,1
762,26,580,983,1
763,25,742,1006,0
764,22,245,1603,1
765,29,462,151,1
766,21,893,2943,1
767,23,194,2978,0
768,29,786,188,0
769,23,813,2243,1
770,25,766,2446,0
771,20,560,868,1
772,28,574,1659,0
773,20,922,413,0
774,23,538,2194,0
775,24,486,2069,0
776,20,720,912,0
777,23,515,160,0
778,29,639,786,0
779,27,477,2563,0
780,28,772,626,0
781,27,813,2805,0
782,22,626,2102,1
783,26,482,2200,1
784,29,824,2768,0
785,27,966,2541,1
786,21,361,69,0
787,21,463,1378,1
788,21,335,1129,0
789,26,838,565,0
790,24,539,1690,1
791,28,507,1569,0
792,23,209,2042,1
793,22,531,390,1
794,28,324,870,1
795,25,594,2492,0
796,23,508,1388,1
797,23,330,1081,1
798,27,276,2037,0
799,22,986,1691,1
800,26,897,596,1
801,26,193,2450,0
802,21,983,799,0
803,22,954,1287,1
804,28,589,1155,1
805,25,376,2548,0
806,23,209,1228,1
807,26,812,1622,1
808,21,903,2327,0
809,23,139,1581,0
810,23,648,166,1
811,21,735,2797,0
812,21,201,1493,1
813,25,749,1921,1
814,22,423,2596,1
815,26,168,2653,1
816,26,380,2923,0
817,25,353,2860,1
818,21,892,750,1
819,22,938,2660,0
820,28,240,1548,1
821,26,360,906,0
822,23,316,927,1
823,22,764,836,1
824,24,559,423,0
825,28,125,1824,1
826,27,164,2284,1
827,29,812,2834,0
828,26,566,2497,0
829,24,438,585,0
830,25,387,736,0
831,23,625,960,1
832,21,854,1390,0
833,25,963,2047,0
834,25,465,2872,0
835,24,384,2446,0
836,20,942,544,0
837,20,976,2079,0
838,20,449,141,0
839,22,775,671,0
840,21,875,2997,0
841,29,165,670,1
842,24,259,2094,0
843,25,413,2768,0
844,29,763,1684,1
845,26,177,1563,0
846,26,614,1906,0
847,24,194,1005,0
848,28,284,1135,0
849,28,651,1621,1
850,23,494,1886,1
851,22,146,2681,1
852,28,615,2760,0
853,27,600,2152,0
854,24,392,2183,1
855,22,625,926,1
856,21,670,1184,1
857,28,647,659,1
858,25,698,2510,0
859,28,734,272,0
860,20,186,903,0
861,28,602,1524,0
862,26,668,1991,0
863,26,393,2140,1
864,29,511,2792,0
865,24,547,59,0
866,27,514,744,0
867,24,532,1633,0
868,27,238,123,1
869,22,194,1978,0
870,27,696,87,1
871,21,678,758,0
872,25,432,1749,1
873,20,182,638,0
874,23,869,1102,1
875,21,600,2842,0
876,27,210,2754,0
877,28,242,371,1
878,22,728,878,0
879,21,416,1490,1
880,26,584,1401,0
881,24,518,1412,0
882,28,810,2069,0
883,25,751,1136,1
884,26,272,479,0
885,20,371,1357,0
886,26,990,1049,1
887,21,558,1977,0
888,28,651,2136,0
889,26,696,1021,0
890,26,392,1038,1
891,23,604,1582,1
892,20,904,2968,1
893,23,742,2897,1
894,27,845,1949,0
895,22,865,2332,1
896,23,677,692,0
897,21,359,1618,0
898,22,206,2302,0
899,20,229,2987,1
900,29,264,2575,0
901,22,434,1891,0
902,20,945,1239,1
903,24,509,2783,0
904,20,292,2471,1
905,26,379,1817,1
906,29,592,1735,1
907,28,128,2378,0
908,29,904,1237,0
909,20,794,2452,1
910,25,148,1378,1
911,20,323,1613,0
912,24,579,1814,0
913,23,462,2574,1
914,29,424,2914,0
915,20,114,6,1
916,20,946,1826,1
917,20,206,1955,0
918,28,143,731,0
919,23,360,1676,0
920,24,381,2825,1
921,24,536,1913,0
922,28,681,2994,0
923,23,136,2068,0
924,24,414,2820,0
925,27,775,1530,1
926,29,520,1265,1
927,28,917,2991,0
928,26,233,2254,0
929,26,688,1124,0
930,22,804,139,0
931,28,652,588,1
932,23,190,1668,1
933,26,299,2682,0
934,22,498,827,1
935,25,318,889,0
936,25,384,1105,0
937,23,939,2787,1
938,21,244,2497,0
939,21,939,2541,1
940,27,586,560,0
941,20,881,768,1
942,25,655,2466,1
943,27,450,1805,0
944,23,727,2125,0
945,25,157,1362,1
946,26,845,2286,1
947,21,752,604,0
948,25,702,1966,1
949,26,793,1312,0
950,23,928,1035,0
951,20,483,1245,0
952,28,254,2840,0
953,24,168,711,0
954,26,563,2861,1
955,24,690,990,1
956,26,688,2833,0
957,29,861,1154,0
958,27,470,1274,1
959,26,588,1597,0
960,22,610,2983,0
961,25,103,1,0
962,27,965,75,1
963,22,192,816,1
964,20,622,2929,1
965,23,362,2506,1
966,24,680,543,1
967,28,371,1006,1
968,29,195,1009,0
969,28,937,2017,0
970,24,856,2574,1
971,23,364,159,1
972,27,806,1404,1
973,26,738,1590,1
974,23,873,598,1
975,28,477,2504,1
976,29,315,1293,1
977,23,452,38,0
978,26,136,2032,0
979,27,300,935,0
980,28,634,1592,1
981,21,759,1777,1
982,24,490,2849,1
983,22,105,2833,1
984,26,349,2190,0
985,28,148,336,0
986,23,932,949,0
987,26,923,1809,1
988,22,323,1320,0
989,27,479,2580,0
990,25,248,1679,0
991,23,190,1786,1
992,23,557,2284,0
993,21,341,2072,0
994,23,188,1855,0
995,23,260,1914,1
996,27,324,1530,1
997,24,552,2378,0
998,24,185,1951,0
999,23,455,2373,1
1000,27,234,2709,1
1001,21,878,1601,1
1002,28,168,947,1
1003,20,736,755,1
1004,28,266,623,1
1005,24,931,1296,0
1006,22,701,100,1
1007,26,605,2450,0
1008,21,682,1386,1
1009,25,756,1631,1
1010,21,495,769,1
1011,25,168,2343,1
1012,28,372,1319,1
1013,27,756,1297,1
1014,20,522,2778,1
1015,26,952,804,1
1016,26,774,963,0
1017,29,196,2514,0
1018,23,144,1757,1
1019,22,474,1371,1
1020,26,104,1573,0
1021,23,795,127,1
1022,28,181,2115,1
1023,29,833,356,1
1024,21,620,1526,1
1025,29,378,703,0
1026,25,872,825,1
1027,25,643,1059,1
1028,28,933,1041,0
1029,21,566,655,0
1030,26,720,2373,0
1031,21,577,2007,0
1032,23,273,1028,1
1033,25,681,1174,0
1034,25,236,1061,0
1035,25,557,472,0
1036,24,810,1867,0
1037,20,988,313,1
1038,28,731,964,0
1039,22,802,628,0
1040,28,777,1201,1
1041,22,225,2646,0
1042,25,304,104,0
1043,25,252,735,0
1044,23,262,360,1
1045,28,971,704,1
1046,28,352,1205,0
1047,24,418,2447,0
1048,24,166,1941,0
1049,22,809,2814,1
1050,25,237,2277,0
1051,29,871,1344,0
1052,23,521,186,0
1053,23,829,395,1
1054,25,549,951,1
1055,22,397,2913,1
1056,28,732,1043,0
1057,27,235,2519,1
1058,27,804,1583,1
1059,23,656,706,0
1060,22,340,1934,0
1061,21,817,1857,1
1062,24,718,2257,0
1063,24,214,1983,1
1064,26,695,141,1
1065,25,794,2236,0
1066,23,607,2309,1
1067,26,601,1220,0
1068,25,508,481,0
1069,22,972,1210,0
1070,29,884,2873,1
1071,20,206,2313,0
1072,29,505,436,0
1073,25,408,2262,0
1074,29,400,2342,1
1075,29,860,536,0
1076,26,843,682,0
1077,20,670,1845,0
1078,29,810,2989,0
1079,25,122,2290,0
1080,29,884,1594,0
1081,24,379,1505,1
1082,24,536,1210,0
1083,26,460,2836,0
1084,29,494,2947,1
1085,29,551,2514,1
1086,20,463,681,0
1087,21,705,2231,0
1088,27,267,1217,0
1089,26,317,1751,1
1090,21,761,2776,1
1091,24,980,3,1
1092,26,823,1009,1
1093,21,429,2382,0
1094,22,970,2911,0
1095,24,361,2578,1
1096,27,306,2045,1
1097,25,306,1238,1
1098,22,632,2098,0
1099,25,590,1182,0
1100,25,414,2966,0
1101,26,371,2968,0
1102,29,105,1449,1
1103,23,614,1686,1
1104,25,147,2131,0
1105,27,720,2993,1
1106,23,835,2898,1
1107,21,992,2094,1
1108,26,675,2899,1
1109,27,620,192,1
1110,22,133,767,1
1111,27,748,918,1
1112,23,767,1998,1
1113,27,189,1636,0
1114,23,521,751,1
1115,22,303,2535,0
1116,21,725,1169,0
1117,23,491,1547,0
1118,22,808,2703,1
1119,22,318,1435,0
1120,22,710,1917,1
1121,29,421,2588,1
1122,25,872,2371,0
1123,22,335,2288,0
1124,28,976,2951,0
1125,25,215,1331,1
1126,20,152,818,1
1127,25,383,2737,1
1128,20,244,2741,0
1129,29,605,534,0
1130,29,783,1821,0
1131,22,324,1917,0
1132,21,516,1389,1
1133,23,449,98,0
1134,23,848,931,0
1135,26,340,1530,1
1136,25,744,1018,0
1137,24,231,576,0
1138,28,593,2445,0
1139,21,869,482,0
1140,24,751,592,0
1141,29,922,495,0
1142,20,246,2478,0
1143,29,674,2857,1
1144,26,904,2709,1
1145,27,851,1134,0
1146,29,843,2545,0
1147,23,673,1900,0
1148,25,640,306,1
1149,24,728,2890,1
1150,24,482,1644,0
1151,20,818,880,0
1152,25,144,233,0
1153,27,721,2479,1
1154,29,902,876,1
1155,22,262,1027,0
1156,25,735,2266,0
1157,26,727,2195,1
1158,23,903,2999,1
1159,20,588,1475,0
1160,29,403,1775,0
1161,27,714,2999,0
1162,24,958,439,0
1163,25,673,1836,0
1164,27,870,349,1
1165,21,551,2692,0
1166,25,258,686,0
1167,28,155,657,0
1168,27,771,2080,0
1169,26,645,1821,0
1170,22,788,2548,1
1171,28,896,125,1
1172,27,767,1799,1
1173,28,332,919,0
1174,27,427,2217,1
1175,28,745,1270,1
1176,24,496,2390,1
1177,24,586,286,0
1178,24,540,2672,1
1179,25,691,2027,1
1180,21,181,348,1
1181,29,965,1127,1
1182,28,519,1967,1
1183,24,709,2373,1
1184,25,521,2604,0
1185,27,660,2078,0
1186,20,520,2975,1
1187,24,192,1208,0
1188,27,314,2967,1
1189,28,954,1969,0
1190,20,993,1797,1
1191,24,182,408,1
1192,24,718,804,1
1193,21,152,1814,0
1194,24,659,1099,0
1195,29,815,2873,0
1196,21,371,319,0
1197,24,588,729,1
1198,25,415,2367,0
1199,27,836,332,1
1200,26,489,2369,0
1201,27,178,1431,0
1202,26,167,779,1
1203,27,180,2831,0
1204,27,861,873,1
1205,22,590,1682,1
1206,28,902,517,0
1207,23,542,2019,1
1208,27,747,2397,1
1209,28,294,2477,0
1210,20,685,2620,0
1211,21,161,2407,1
1212,20,254,606,0
1213,22,422,2771,1
1214,27,811,2267,1
1215,28,192,2783,0
1216,21,331,1047,1
1217,21,545,907,1
1218,20,641,1657,0
1219,20,679,1998,1
1220,25,516,2492,0
1221,27,842,1250,0
1222,24,690,932,1
1223,26,437,2319,0
1224,20,407,1833,0
1225,20,750,1373,1
1226,26,833,1955,0
1227,20,946,1050,0
1228,26,366,601,1
1229,24,104,617,0
1230,24,177,2018,1
1231,25,160,1034,1
1232,29,394,2739,0
1233,23,421,1832,0
1234,27,898,2800,0
1235,26,605,2702,1
1236,25,713,1537,1
1237,25,334,303,1
1238,25,991,2658,0
1239,20,719,14,1
1240,27,403,1274,0
1241,23,160,598,0
1242,27,287,2725,0
1243,29,206,212,0
1244,26,513,2238,0
1245,28,305,1550,1
1246,21,429,2679,1
1247,28,784,2351,0
1248,26,463,354,0
1249,24,888,2381,1
1250,20,764,2687,1
1251,22,551,1680,1
1252,24,138,2376,0
1253,28,183,2997,1
1254,23,218,505,0
1255,28,564,178,0
1256,21,299,2515,1
1257,23,680,719,1
1258,29,603,2428,1
1259,24,696,215,1
1260,20,562,656,1
1261,23,645,1786,1
1262,24,401,180,0
1263,21,131,75,1
1264,29,380,160,1
1265,29,313,1229,0
1266,21,336,1194,1
1267,26,934,2562,1
1268,23,692,2388,1
1269,22,882,26,1
1270,20,881,819,1
1271,21,139,1385,0
1272,29,367,615,1
1273,24,699,268,1
1274,25,339,1168,1
1275,25,122,2168,1
1276,20,748,800,1
